51.111,44.444,42.222,41.111,39.167,41.111,41.111,42.5,59.167,60,53.889,44.444,42.5,41.111,42.222,44.722,53.611,51.111,56.111,57.5,55,49.167,47.778,48.056,49.444,53.056,51.667,63.333,58.611,54.444,55,51.944,52.778,53.333,58.889,50.833,59.444,58.611,59.167,61.111,58.611,60,60.278,64.722,55,60.278,62.778,61.667,62.778,63.611,64.167,72.222,71.111,65.833,58.056,66.111,63.333,64.722,65,66.944,80.556,85.278,84.167,46.389,70.278,68.611,68.611,66.667,69.167,75,81.667,79.444,31.111,62.222,74.167,73.056,69.722,71.944,76.667,80.556,57.778,0
53.056,42.778,40.556,39.722,38.056,39.722,40.278,43.889,47.778,51.389,48.889,45,43.611,42.778,44.722,46.667,53.056,51.944,59.444,52.5,49.167,46.944,47.222,46.389,49.167,60.278,50.278,55.833,57.778,55.833,54.444,51.667,52.5,53.889,57.778,50.556,60.833,60,58.889,59.167,57.5,57.5,55.833,62.5,53.889,60,63.889,63.056,62.5,61.667,64.444,72.5,69.722,65.556,50.278,64.167,64.444,63.056,68.056,66.944,76.389,86.389,86.944,47.5,70.833,68.056,66.667,67.222,69.444,75,81.667,83.333,31.111,68.611,72.778,72.5,70,71.111,76.667,78.333,64.722,1
38.611,38.889,41.111,41.667,41.389,40.833,45.556,52.222,35.278,48.333,45.556,44.722,44.444,44.444,45.833,52.222,50.278,41.389,58.611,53.889,49.444,47.222,48.056,52.5,54.444,55,46.389,62.222,55,54.444,54.444,55.278,57.778,58.056,58.611,50.278,56.111,58.056,59.444,61.667,60.278,61.944,69.722,67.222,60.278,57.778,61.111,62.222,62.222,64.167,64.167,72.5,72.222,73.889,51.111,68.889,65.556,63.333,65.556,67.222,68.611,82.778,81.389,39.167,68.889,69.167,67.5,65.278,66.389,70.833,75.833,81.667,30.278,63.056,70.833,68.333,70.278,71.944,76.111,81.944,71.389,0
53.611,44.444,42.5,41.389,42.5,41.667,43.611,45.833,48.333,57.778,52.5,48.333,45.278,45,48.056,50.556,55.278,47.222,60.278,56.944,55.278,52.222,52.778,49.722,54.444,62.222,49.444,62.778,61.944,59.444,58.333,57.222,56.389,58.611,62.222,50.833,65.278,63.889,63.333,63.056,61.389,61.667,61.111,65.556,55.556,63.056,67.5,66.667,64.722,65.278,64.167,73.333,71.111,66.944,67.5,68.333,64.722,66.111,70,68.333,75,88.889,88.056,43.333,68.333,71.111,68.056,69.167,70.833,76.667,83.333,84.167,32.5,73.056,74.167,74.167,70.833,72.778,76.667,81.111,75.556,2
51.944,45.556,43.611,41.389,41.389,41.667,42.778,47.778,48.056,58.611,52.778,49.167,45,45.556,47.5,51.111,55.556,50,62.5,56.667,55.278,51.944,51.667,50.556,54.444,60.556,52.222,61.667,62.222,60,56.944,55.833,56.389,57.778,61.111,53.611,65,65,63.889,62.5,62.5,60.278,63.611,66.389,57.5,64.722,64.722,67.5,65.556,65.278,66.111,75.278,71.389,69.722,68.333,68.889,66.944,67.5,70,67.5,79.722,86.111,87.5,47.5,70.833,70.833,67.222,69.167,68.889,75.833,83.611,83.889,35.278,71.389,75,73.056,71.111,72.778,77.222,80.833,77.222,3
49.167,45,41.944,42.222,42.778,43.056,43.333,49.722,53.611,57.5,52.778,46.944,46.111,45,45.556,48.333,55.556,48.056,60.833,57.778,55.278,52.778,50.278,53.056,53.889,48.056,50,64.722,61.944,59.444,56.389,55.278,56.111,59.722,62.778,55.278,66.389,64.722,62.5,60,61.389,60.556,63.333,66.667,59.722,65.833,65.556,65,63.889,64.722,66.111,68.889,71.389,69.444,62.222,69.167,66.944,66.389,67.778,66.389,76.389,86.667,88.333,48.056,71.111,68.333,67.778,70.278,70,71.111,81.944,84.167,36.389,71.389,72.778,73.611,73.611,74.722,77.222,81.944,77.778,4
47.5,44.444,43.056,42.222,43.056,43.611,46.111,51.389,54.722,57.5,51.944,47.5,47.5,48.333,49.167,52.5,52.778,51.111,60.833,58.056,55,52.778,54.444,53.333,57.222,57.222,53.056,63.889,62.778,60,57.222,57.778,58.333,58.333,63.333,55.278,67.222,66.389,64.722,62.222,63.889,63.333,63.056,68.056,61.389,68.889,66.667,66.111,66.389,65.278,67.222,69.167,71.389,70.833,67.5,69.167,68.333,67.222,67.778,68.889,76.944,86.389,88.056,61.667,70.833,68.889,69.444,70,70.833,74.167,83.889,87.778,42.778,71.667,72.778,72.5,73.889,73.611,77.778,81.667,82.5,5
43.333,41.944,41.389,41.389,42.222,43.056,44.444,53.889,50.278,55.833,49.444,46.389,45.556,45.278,46.389,50.556,55.833,47.222,60.278,56.944,53.889,51.944,51.389,53.611,53.889,48.333,48.611,64.167,62.5,59.722,56.944,55.833,56.667,58.611,63.056,55,66.389,64.444,62.222,60.833,61.389,62.5,63.889,67.778,61.944,67.5,65.556,65,63.889,64.444,66.111,69.444,71.944,70.556,62.778,70,67.778,66.111,67.222,66.389,74.722,85,86.667,48.889,71.667,68.611,67.5,69.722,69.722,70.833,81.111,83.889,35.833,69.444,72.222,71.944,72.778,73.056,78.333,82.222,76.944,6
41.389,41.667,41.389,42.5,42.5,42.222,44.167,53.333,42.778,53.889,47.778,46.944,44.722,45.556,47.5,52.5,56.667,46.667,59.722,55.556,53.056,51.389,50.556,52.778,54.722,57.222,50.278,64.444,61.944,59.167,56.667,57.778,58.333,58.056,62.778,54.167,67.222,63.889,63.056,62.222,60.556,61.944,65.833,67.778,62.5,65.833,65,66.111,63.889,65,64.444,72.222,73.056,73.611,60.278,68.056,67.5,66.389,68.056,67.778,74.167,84.167,85,42.778,70.556,69.444,66.944,67.222,69.444,73.611,81.111,82.778,33.611,70.556,70.556,71.111,70.278,73.333,78.056,80.556,76.389,7
40.278,40.556,41.111,42.222,43.611,44.444,46.667,55,41.667,53.333,47.222,46.389,45.556,46.944,48.889,53.333,63.056,45.833,59.167,55,52.778,50.556,51.944,53.333,53.333,58.333,48.889,62.222,60,58.333,57.5,58.333,56.944,59.167,61.667,53.333,63.611,62.222,63.889,64.444,60.833,62.222,69.722,67.778,60.556,65.556,64.722,64.167,61.389,64.167,65,74.167,73.333,73.333,49.444,66.667,63.889,64.722,68.056,68.056,73.333,83.889,85,40.556,67.778,67.222,67.222,66.667,69.444,72.778,78.056,84.167,32.5,68.056,70,71.389,70.833,72.5,76.944,78.333,78.056,8
38.889,39.722,41.389,42.5,44.444,42.5,47.5,60.278,38.611,50.556,45.556,45.556,45.278,46.944,50.278,54.167,56.389,45,58.056,55,51.111,49.444,50.556,52.222,56.667,58.889,47.778,61.389,59.167,58.889,56.667,56.944,56.389,55.833,59.722,53.889,63.889,60.556,61.389,61.667,59.444,62.222,70.556,67.5,62.222,58.333,61.944,63.333,62.5,65.278,63.333,70,72.5,74.722,55,65.833,64.444,64.167,67.778,66.111,70,80.833,82.778,40,70,68.889,66.111,65.278,68.333,72.222,77.222,80.556,30.556,63.333,71.944,70.278,70.556,71.667,75.278,80,77.778,9
24.167,30.833,35,37.5,38.611,40.278,49.167,63.333,33.333,27.778,37.222,40.833,43.056,46.667,51.111,74.722,65,46.111,42.5,43.611,45.556,49.444,52.778,65.556,74.167,66.667,57.222,57.778,49.444,50,51.944,56.111,73.056,74.722,70.278,73.056,66.111,56.944,55.278,53.333,58.333,70.278,79.722,83.056,79.444,68.056,61.667,59.167,57.778,61.667,66.944,74.722,79.167,46.389,63.333,63.889,66.111,63.889,66.111,66.944,71.389,44.444,34.444,74.722,70.556,67.5,70.278,71.111,71.389,55.278,35.833,30.278,42.778,72.778,72.5,71.944,72.5,46.111,36.944,30.833,27.5,0
25.556,32.5,36.667,37.778,40,42.778,57.5,75,35,30.833,39.167,41.944,43.611,46.389,51.389,75,63.611,46.667,46.111,43.889,46.667,50.278,51.667,66.389,74.444,66.389,56.944,58.611,51.111,51.389,52.5,57.222,82.222,75.278,72.222,81.389,67.5,58.889,55.556,56.389,60.278,71.389,80,82.222,79.722,68.333,66.111,61.667,59.722,62.5,68.333,73.333,76.944,43.333,65,66.389,64.722,65,65,68.611,72.5,45.833,34.722,57.778,69.167,66.111,70.278,71.111,73.333,62.778,37.778,31.111,39.167,69.444,69.167,70.556,73.333,55.556,35.556,32.222,29.167,1
25.556,29.722,32.778,36.944,41.389,52.222,77.778,43.889,33.889,29.722,36.389,40.278,43.056,49.444,61.944,68.611,54.167,47.778,33.889,40.833,45.556,50.556,55.833,73.889,70,63.333,60,41.111,44.444,48.611,53.333,60.556,78.056,77.222,87.5,86.111,55.833,54.167,53.889,55.556,59.444,72.222,79.444,83.889,51.111,66.111,57.778,57.222,56.667,60.278,68.889,74.167,70.833,38.056,59.167,66.111,63.333,61.667,64.167,68.889,71.667,45.278,34.444,49.444,70,65.833,63.611,65.833,71.111,65,37.222,29.167,35.556,65.833,70.278,68.611,69.167,63.333,37.222,30.278,26.111,0
25.278,31.944,35.556,38.056,40,44.167,61.389,72.5,36.389,29.444,37.778,42.222,44.722,46.667,51.944,74.722,64.444,50.278,44.444,45.556,48.056,50,53.056,66.667,73.056,66.389,58.611,56.667,51.667,51.944,52.778,57.222,80.833,76.944,72.222,77.222,65.556,58.889,55.833,56.667,58.889,70.556,77.5,82.5,77.5,70.278,65,61.389,60,62.222,68.611,70.833,73.889,40.556,67.222,66.111,66.944,63.056,66.667,69.444,73.889,66.389,34.722,64.444,71.111,68.056,68.611,71.111,76.667,67.778,37.778,32.222,44.722,71.944,73.889,73.056,70,52.5,36.667,34.167,29.167,2
27.222,33.333,36.944,38.889,41.667,45.833,68.056,72.778,40,32.5,40,43.056,45,47.5,53.333,76.389,63.889,50.833,45.278,45.833,48.056,50,54.444,73.889,74.444,65.833,58.889,56.389,50.833,51.944,54.167,60,84.167,76.111,72.778,87.778,67.222,59.722,58.611,59.167,63.333,71.944,80.833,84.444,82.5,70.278,65.833,62.5,61.667,64.722,70.556,75,78.056,44.722,68.333,69.722,67.222,65.556,66.944,71.111,73.333,58.889,36.944,67.5,71.389,68.056,71.389,71.667,73.889,70.833,39.167,33.333,43.889,73.056,72.5,72.778,73.889,76.389,37.778,33.611,28.889,3
29.444,33.889,37.5,40.833,43.056,47.778,74.167,67.222,39.722,33.333,40,45,46.111,49.444,55,73.333,63.056,49.722,45.278,45.556,47.5,50,54.722,78.889,73.889,68.056,61.389,53.333,50.833,53.056,56.944,63.333,79.722,78.889,77.5,86.667,63.056,58.889,56.111,58.333,63.611,70.556,78.333,83.611,77.5,70,64.722,61.111,60.833,64.444,68.333,74.722,76.667,43.333,69.722,68.611,68.056,65.556,67.222,70.556,72.222,41.389,37.222,70.556,68.889,67.5,70.556,71.111,72.778,69.722,38.889,31.944,50,71.667,72.5,73.333,74.167,76.389,38.333,34.167,30.556,4
30.833,33.889,38.611,40.278,43.889,48.889,75,69.444,43.611,35.278,41.667,45.278,46.111,50.833,55.556,75.278,65.278,51.944,46.667,47.222,48.056,52.222,55.556,78.889,73.333,68.889,61.667,51.667,50.556,52.222,56.667,60.278,80.556,78.889,75.556,87.778,60.833,58.889,56.111,58.056,61.389,70.278,77.5,84.167,81.111,69.444,66.111,60.833,60.833,65,69.444,73.889,76.111,49.722,71.667,68.611,67.5,65.278,67.5,71.667,72.778,61.111,37.778,70.833,72.222,70.833,70,70.833,74.722,72.222,40.833,33.889,57.5,72.5,73.611,72.778,74.444,79.167,42.778,35.833,30,5
27.778,34.167,36.667,40,42.778,48.611,72.778,66.111,39.444,31.389,38.333,44.444,46.111,49.444,54.722,72.778,62.222,48.611,41.389,45.833,47.5,50.556,55.556,78.889,72.5,66.667,58.611,50.833,48.889,51.667,56.944,61.944,79.722,78.333,76.389,85.833,61.389,58.056,57.5,59.167,63.889,70,78.611,83.056,76.944,68.611,65.278,60.556,61.111,63.889,67.5,73.333,76.389,43.056,70.833,70.278,68.333,64.722,65.833,69.444,70,40.278,35.556,70.833,70.278,67.778,69.722,69.722,70.833,69.167,38.889,32.222,48.333,71.667,70.833,71.667,72.778,75.833,40,35,30.556,6
28.056,32.778,37.5,39.722,43.333,53.056,78.889,67.222,39.444,32.5,38.056,44.444,46.667,50,55.833,74.444,63.056,50.556,38.056,45.833,48.889,50.833,56.111,74.167,72.222,68.333,62.778,47.778,47.5,51.389,54.167,62.222,84.722,77.5,75.278,87.222,60,57.222,56.667,60,64.444,70.833,80.278,83.056,65.556,68.056,63.056,59.722,60.278,64.167,68.056,73.611,76.389,42.5,68.889,70.556,69.444,65.556,65.833,69.722,72.778,57.778,34.722,72.222,71.944,67.5,70.278,71.111,73.056,69.444,39.167,33.333,41.389,73.611,71.944,71.389,73.056,67.222,41.389,34.444,30.278,7
27.778,31.389,35,38.333,40.556,48.056,78.056,50.833,36.111,31.667,37.222,42.778,44.444,49.167,54.722,72.778,60,49.167,36.389,44.444,48.056,51.389,55.833,75.556,71.667,66.111,62.222,45.278,46.944,50.556,55.556,61.111,83.611,74.722,72.778,83.611,60.278,55.833,55.556,57.5,62.5,71.111,79.167,81.944,65.833,69.167,61.111,59.444,60,62.778,70,75,75,40,66.667,67.778,65.556,64.722,66.389,70,71.667,49.444,35.833,61.389,72.222,68.333,67.778,68.889,72.5,65.833,38.056,33.056,37.778,70.833,70.556,72.222,72.222,71.389,39.444,32.778,29.167,8
26.944,30.833,34.444,36.944,42.5,52.778,80.833,48.611,34.722,31.389,36.111,42.222,44.722,50.833,61.944,72.778,59.722,49.167,36.389,45.556,48.333,51.389,55,75.833,70.556,66.389,63.611,48.333,46.667,51.389,53.333,61.944,84.722,76.389,85.278,84.167,60,56.667,55.556,55.278,60.278,70.556,77.5,81.389,54.722,68.333,61.111,58.611,58.333,64.167,67.5,73.611,71.111,39.722,63.889,66.389,65.278,63.611,65.556,68.889,73.333,53.333,34.167,58.889,70,66.389,67.222,71.111,72.222,66.389,37.5,32.222,37.222,70,68.056,71.667,71.389,67.222,38.889,31.944,29.444,9
49.722,41.111,40.556,42.222,41.944,42.778,67.5,34.444,27.778,52.5,50.278,45.278,46.111,46.667,53.611,64.444,46.944,34.722,54.722,57.778,54.167,54.167,54.444,59.722,65.278,54.167,43.333,44.167,64.444,62.5,59.167,61.667,66.667,64.444,61.944,56.111,37.222,64.167,65,65,66.667,67.778,67.222,73.333,83.056,34.167,66.111,68.611,66.667,65.278,67.222,70,78.889,77.778,31.111,38.333,69.167,68.333,68.611,67.778,67.5,75.556,75.556,27.778,33.056,39.167,69.444,66.389,67.778,69.167,74.722,78.611,25.278,28.056,33.333,45,71.944,73.889,71.944,76.389,74.722,0
51.389,40.278,41.389,41.944,41.111,44.722,62.222,36.389,28.056,57.778,50.833,46.667,45.833,48.056,52.778,59.722,45.278,35.278,58.333,58.889,54.722,51.944,53.889,56.667,65.278,54.722,43.889,46.944,60.556,60.278,58.889,61.667,65,65.833,63.889,56.111,37.5,65.278,62.5,63.611,65.833,70.278,71.667,81.389,85,35,64.167,69.444,68.056,66.944,68.056,69.444,81.944,81.111,31.389,38.611,65.556,69.444,68.611,69.444,66.944,75.556,78.889,27.222,33.056,38.056,68.889,69.722,70,70.278,75.556,78.889,25,29.722,34.722,49.444,72.778,73.056,72.778,76.944,79.167,1
38.333,38.611,40.278,42.222,45.833,62.222,43.889,34.444,28.056,44.722,45.556,46.667,50.278,55.556,61.944,59.722,44.444,34.167,57.778,51.389,51.667,54.722,58.611,63.333,66.111,54.167,47.5,61.667,61.667,58.333,59.444,62.5,64.444,70,66.667,86.944,42.778,63.611,63.056,63.333,63.889,69.444,69.722,81.667,81.944,34.444,60.278,64.722,66.667,65.556,67.778,68.889,79.167,78.611,32.5,37.778,67.778,67.222,63.611,64.167,66.389,71.111,78.611,27.5,32.222,39.444,61.667,68.056,70,69.722,71.944,76.389,24.167,28.611,32.5,38.889,66.111,74.167,74.722,74.167,77.5,0
