0,3.6535,8.6366,13.747,-0.13448,0,0,0,0,0,0,4.5846,11.074,8.8433,19.164,27.131,0,0,0,0,0,4.5846,0.44171,10.521,15.063,30.97,59.86,0,0,0,0,4.5846,7.0557,8.9717,23.334,30.97,51.15,0,0,0,0,-0.070233,4.2648,0,0,0,0,0,0,0,0,4.5846,7.0557,8.9717,18.56,22.251,51.15,0,0,0,0,4.5846,0.44171,16.167,10.371,21.518,0,0,0,0,0,2.9207,4.2648,0,0,0,0,0,0,0,0,4.5846,0.44171,8.9717,24.892,26.642,51.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5846,0.44171,16.167,11.233,0,0,0,0,0,0,8.7884,14.622,12.411,9.4712,36.328,0,0,0,0,0,3.4943,11.074,8.9717,22.435,27.131,0,0,0,0,0,8.7884,7.3506,11.924,19.164,19.651,61.192,0,0,0,0,8.2633,7.7336,12.411,9.5091,20.785,62.524,0,0,0,0,6.6337,7.7336,9.214,0,0,0,0,0,0,0,6.6337,5.3056,6.6901,15.868,31.047,0,0,0,0,J
0,4.5846,5.3056,6.6901,11.233,54.424,-0.13448,-0.48728,0,0,0,2.6939,7.3506,4.2771,0,0,0,0,0,0,0,8.7884,5.8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5846,7.0557,8.5532,15.063,30.97,42.802,150.02,0,0,0,4.5846,5.3056,6.6901,15.775,0,0,0,0,0,0,6.6337,5.3056,11.436,20.802,0,0,0,0,0,0,3.4943,7.0557,16.696,15.063,35.327,42.802,146.67,0,0,0,4.5846,11.074,16.167,11.233,0,0,0,0,0,0,3.4943,7.0557,16.696,13.56,35.327,42.802,146.67,0,0,0,4.5846,11.074,10.521,23.334,20.65,59.86,159.97,0,0,0,4.5846,6.419,16.167,21.286,27.062,53.631,159.97,0,0,0,8.2633,5.1345,8.8433,24.892,31.691,41.697,0,0,0,0,5.1897,5.1345,11.924,21.854,30.498,0,0,0,0,0,4.5846,5.3056,16.167,18.56,20.65,51.15,0,0,0,0,6.6337,6.419,8.9717,23.334,26.643,0,0,0,0,J
0,3.4943,5.3056,11.436,11.233,46.958,-0.13448,-0.48728,0,0,0,3.5542,7.468,18.499,4.9886,26.15,57.111,150.34,0,0,0,4.5846,11.074,10.521,23.334,26.643,51.238,0,0,0,0,6.6337,11.101,9.5747,0,0,0,0,0,0,0,4.5846,7.0557,2.2748,15.063,35.327,42.802,144.35,0,0,0,4.5846,0.44171,8.9717,18.56,32.73,0,0,0,0,0,4.2578,0,0,0,0,0,0,0,0,0,4.5846,11.074,8.9717,18.56,33.908,0,0,0,0,0,8.7884,3.7468,0,0,0,0,0,0,0,0,4.5846,11.074,8.5532,15.063,30.97,56.887,146.67,0,0,0,8.2633,-1.3506,8.8433,24.892,31.691,41.697,131.59,0,0,0,4.5846,11.074,8.9717,23.334,20.65,50.639,150.02,0,0,0,5.1897,7.468,0.47215,14.967,36.773,41.697,146.58,0,0,0,4.5846,11.074,8.9717,23.334,26.643,59.86,0,0,0,0,6.6337,5.1345,17.837,10.371,21.518,61.192,0,0,0,0,5.1897,12.826,8.8433,19.164,35.118,0,0,0,0,0,8.7884,7.3506,9.2592,0,0,0,0,0,0,J
0,4.5846,5.3056,6.6901,11.206,-0.13448,-0.48728,0,0,0,0,4.5846,5.3056,11.924,10.338,35.118,51.238,0,0,0,0,4.5846,11.074,10.521,15.063,30.97,56.887,146.67,0,0,0,4.5846,5.3056,11.436,11.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5846,11.074,10.521,23.334,30.97,56.887,150.02,0,0,0,2.9207,2.0802,0,0,0,0,0,0,0,0,6.6337,11.101,6.6901,15.822,0,0,0,0,0,0,4.5846,7.0557,16.696,13.56,35.327,42.802,150.02,0,0,0,4.5846,11.074,8.9717,18.56,21.518,51.238,0,0,0,0,5.1897,7.468,18.499,17.489,36.773,41.697,150.34,0,0,0,4.5846,11.074,10.521,23.334,30.97,56.887,150.02,0,0,0,6.6337,6.9676,0,0,0,0,0,0,0,0,8.2633,5.1345,9.2592,0,0,0,0,0,0,0,4.2578,3.7468,0,0,0,0,0,0,0,0,2.9207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J
0,6.6337,11.101,6.6901,21.286,-0.13448,0,0,0,0,0,5.1897,5.608,17.837,10.371,27.131,0,0,0,0,0,8.7884,3.7468,13.87,15.822,0,0,0,0,0,0,2.9207,6.9676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4943,11.074,10.521,23.334,20.65,59.86,146.67,0,0,0,4.5846,11.101,12.993,0,0,0,0,0,0,0,6.6337,11.101,5.3188,0,0,0,0,0,0,0,4.5846,11.101,12.993,18.989,0,0,0,0,0,0,4.5846,0.44171,6.6901,0,0,0,0,0,0,0,3.4943,7.0557,16.696,15.063,30.97,56.887,146.67,0,0,0,4.5846,0.44171,16.167,18.56,33.908,51.15,159.97,0,0,0,4.5846,11.074,8.9717,23.334,20.65,59.86,146.67,0,0,0,4.5846,7.0557,16.696,15.063,30.97,42.802,150.02,0,0,0,5.1897,-1.3506,17.837,10.371,35.118,51.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5846,0.44171,8.9717,18.56,22.251,0,0,0,0,J
0,-0.070233,10.203,-0.13448,0,0,0,0,0,0,0,3.823,7.3506,0,0,0,0,0,0,0,0,2.6939,3.7468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5846,11.074,8.5532,23.334,30.97,50.639,150.02,0,0,0,2.5135,11.101,11.436,11.233,0,0,0,0,0,0,4.5846,11.074,8.9717,18.56,33.908,0,0,0,0,0,4.5846,0.44171,8.9717,18.56,22.251,0,0,0,0,0,4.5846,7.0557,16.696,15.063,31.691,61.192,0,0,0,0,6.9838,0.83406,9.5971,19.678,0,0,0,0,0,0,6.6337,5.3056,11.436,15.822,27.131,0,0,0,0,0,3.4943,7.0557,2.2748,23.334,30.97,42.802,146.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6939,3.7468,0,0,0,0,0,0,0,0,4.5523,9.3411,0,0,0,0,0,0,0,J
0,-0.070233,4.2648,5.3188,-0.13448,0,0,0,0,0,0,2.6939,7.3506,3.2355,0,0,0,0,0,0,0,2.6939,14.622,5.2924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5846,11.074,2.2748,15.063,35.327,50.639,150.02,0,0,0,6.6337,5.3056,11.436,11.233,0,0,0,0,0,0,4.5846,5.3056,16.167,11.233,33.908,0,0,0,0,0,4.5846,7.0557,2.2748,15.063,30.97,56.887,146.67,0,0,0,4.5846,5.3056,6.6901,0,0,0,0,0,0,0,4.5846,7.0557,2.2748,23.334,30.97,56.887,146.67,0,0,0,4.5846,7.0557,2.2748,23.334,19.651,61.192,0,0,0,0,6.6337,11.101,11.436,11.233,20.65,61.192,0,0,0,0,-1.7926,7.3506,0,0,0,0,0,0,0,0,2.3985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J
0,4.5846,5.3056,9.5747,18.989,-0.13448,-0.48728,0,0,0,0,2.9207,12.861,11.924,19.164,32.411,62.524,0,0,0,0,2.9207,11.101,11.436,11.233,36.328,62.524,0,0,0,0,6.6337,5.3056,16.167,23.334,30.97,42.802,145.79,0,0,0,6.6337,5.6607,8.9717,23.334,20.65,56.887,150.02,0,0,0,3.4943,7.0557,16.696,17.165,26.221,42.802,150.02,0,0,0,4.5846,0.44171,8.9717,18.56,22.251,53.631,0,0,0,0,3.4943,11.074,10.521,15.063,30.97,56.887,146.67,0,0,0,5.1897,12.826,0.47215,14.967,31.691,41.697,146.58,0,0,0,4.5846,11.101,6.6901,18.989,0,0,0,0,0,0,3.4943,7.0557,16.696,15.063,35.327,42.802,150.02,0,0,0,5.1897,12.826,8.8433,19.164,35.118,0,0,0,0,0,4.5846,0.44171,8.9717,23.334,20.65,59.86,0,0,0,0,2.6939,12.861,11.924,10.371,19.651,54.073,0,0,0,0,6.9838,7.3506,11.924,10.371,19.651,61.192,0,0,0,0,4.5846,5.3056,16.167,11.233,27.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J
0,6.6337,2.0802,-0.13448,-0.48728,0,0,0,0,0,0,3.4943,11.074,2.2748,15.063,20.65,61.192,0,0,0,0,6.6337,5.3056,17.837,10.371,21.518,51.238,161.54,0,0,0,6.6337,6.419,8.9717,23.334,30.97,50.639,133.35,0,0,0,3.6535,11.101,11.436,10.338,0,0,0,0,0,0,4.5846,11.074,8.5532,15.063,31.691,61.192,0,0,0,0,2.9207,6.9676,12.993,0,0,0,0,0,0,0,4.5846,0.44171,16.167,11.233,33.908,0,0,0,0,0,4.5846,11.074,10.521,23.334,30.97,46.058,146.67,0,0,0,6.6337,11.101,5.3188,0,0,0,0,0,0,0,4.5846,11.074,8.9717,23.334,20.65,59.86,0,0,0,0,4.5846,5.3056,5.3188,15.775,0,0,0,0,0,0,4.5846,5.3056,11.436,11.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J
0,2.5135,11.101,5.3188,18.989,-0.13448,-0.48728,0,0,0,0,8.2633,5.1345,17.837,10.371,0,0,0,0,0,0,6.6337,11.101,9.5971,20.367,0,0,0,0,0,0,3.9634,0,0,0,0,0,0,0,0,0,4.5846,6.419,16.167,11.206,0,0,0,0,0,0,6.6337,5.6607,16.167,15.437,27.062,0,0,0,0,0,-0.070233,11.101,4.2771,0,0,0,0,0,0,0,5.1897,-1.3506,8.8433,19.164,19.651,61.192,0,0,0,0,6.6337,5.3056,11.924,19.164,19.651,0,0,0,0,0,4.5846,5.3056,11.436,11.233,0,0,0,0,0,0,4.5846,7.0557,2.2748,15.063,20.65,59.86,0,0,0,0,4.5846,11.074,8.9717,23.334,20.65,59.86,146.58,0,0,0,3.4943,11.074,8.5532,23.334,20.65,46.058,146.67,0,0,0,4.5846,5.3056,11.436,21.854,0,0,0,0,0,0,6.6337,5.3056,6.6901,20.802,0,0,0,0,0,0,8.2633,5.608,11.924,10.338,0,0,0,0,0,0,2.6939,3.7468,0,0,0,0,0,0,0,J
