0,1.303,8.3419,2.6842,4.2197,21.745,13.07,0.90134,25.332,0,0,0,0,0,0,0,0,0,0,C
0,1.2885,2.6584,6.8071,13.729,17.623,-2.9231,11.128,14.532,36.172,32.344,22.167,57.248,77.476,84.894,0,0,0,0,C
0,3.0712,6.899,10.161,4.4465,18.165,12.304,7.4323,6.3125,0,0,0,0,0,0,0,0,0,0,C
0,1.2885,4.9853,10.161,4.4465,18.165,12.304,7.4323,15.888,0,0,0,0,0,0,0,0,0,0,C
0,1.2885,2.6584,6.8071,13.729,6.2422,8.4259,26.072,30.721,25.463,16.224,22.167,59.802,66.488,0,0,0,0,0,C
0,1.303,2.6877,11.705,15.358,-4.9274,8.2549,10.979,32.392,26.008,15.362,21.232,61.012,60.79,0,0,0,0,0,C
0,1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,44.06,77.476,90.209,0,0,0,0,C
0,1.2885,4.9853,10.161,4.4465,6.2422,21.948,15.782,9.398,10.518,26.217,0,0,0,0,0,0,0,0,C
0,1.2885,2.6584,6.8071,13.729,6.2422,8.4259,26.072,20.076,12.186,37.277,34.077,0,0,0,0,0,0,0,C
0,1.2885,4.9853,10.161,6.3285,6.2422,21.948,15.782,9.398,12.186,38.342,23.841,51.221,0,0,0,0,0,0,C
0,1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,25.463,16.224,23.841,44.968,0,0,0,0,0,0,C
0,1.303,6.5952,13.248,6.5574,5.8481,25.469,16.649,8.0003,31.6,0,0,0,0,0,0,0,0,0,C
0,1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,26.072,20.076,25.463,16.224,23.841,59.802,66.488,0,0,0,0,0,C
0,1.303,2.6877,7.5115,15.358,-4.9274,8.2549,10.979,32.392,37.788,32.948,21.232,33.811,60.79,0,0,0,0,0,C
0,1.2885,2.6584,6.8071,13.729,17.623,11.024,11.128,14.532,36.172,32.344,22.167,34.544,77.476,90.209,0,0,0,0,C
0,1.303,2.6877,7.5115,15.358,6.0452,8.2549,10.979,32.392,26.008,15.362,21.232,33.811,60.79,0,0,0,0,0,C
0,4.8831,9.7848,2.4232,3.9928,21.745,13.07,6.2119,8.0003,31.6,0,0,0,0,0,0,0,0,0,C
0,1.3176,9.7848,-6.0126,3.9928,23.535,13.453,27.518,26.209,0,0,0,0,0,0,0,0,0,0,C
0,1.303,9.7848,13.248,3.9928,5.8481,25.469,17.082,31.317,32.565,0,0,0,0,0,0,0,0,0,C
0,1.303,6.5952,13.248,16.988,5.8481,8.0838,10.831,34.062,26.553,14.5,22.251,62.221,0,0,0,0,0,0,C
0,1.303,9.7848,13.248,-8.198,5.651,7.9128,31.232,7.3015,35.93,40.433,0,0,0,0,0,0,0,0,C
0,1.303,2.6877,11.705,15.358,7.7202,8.2549,10.979,32.392,37.788,32.948,21.232,33.811,60.79,0,0,0,0,0,C
0,1.303,2.6877,11.705,-4.7533,7.7202,8.2549,10.979,32.392,37.788,32.948,21.232,33.811,60.79,0,0,0,0,0,C
0,1.3176,9.7848,2.4232,3.9928,21.745,13.453,5.6016,26.209,0,0,0,0,0,0,0,0,0,0,C
0,1.303,2.6877,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,21.232,61.012,60.79,0,0,0,0,0,C
0,1.303,2.717,13.248,-6.4756,7.8047,7.9128,31.232,21.539,9.837,13.563,50.397,0,0,0,0,0,0,0,C
0,1.303,6.5952,13.248,3.9928,5.8481,25.469,16.649,8.0003,8.6185,39.381,0,0,0,0,0,0,0,0,C
0,1.303,2.6877,11.705,15.358,7.7202,8.2549,10.979,32.392,37.788,32.948,21.232,33.811,60.79,0,0,0,0,0,C
0,1.303,8.3419,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,33.243,33.811,66.98,0,0,0,0,0,C
0,1.303,5.7903,11.705,15.358,6.0452,8.2549,27.792,32.392,26.008,15.362,23.046,45.037,0,0,0,0,0,0,C
